attack_folder,ids_sequence
49_C0031,"T1071.001, T1204.002, T1071.001, T1083, T1059.001, T1135, T1083, T1057, T1547.004, T1005, T1113, T1106, T1074.001, T1134, T1059.003, T1112, T1112, T1059.001, T1562.001, T1562.001, T1112, T1490, T1112"
4_PhobosRansomware,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1059.001, T1082, T1057, T1083, T1083, T1087.001, T1057, T1071.001, T1204.002, T1547.001, T1113, T1005, T1106, T1560, T1134, T1059.001, T1562.001, T1059.003, T1112, T1562.001, T1562.001, T1490, T1562.009"
50_C0032,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1059.001, T1057, T1059.003, T1018, T1069.002, T1071.001, T1566.002, T1053.005, T1113, T1106, T1074.001, T1005, T1134, T1059.003, T1112, T1112, T1112, T1112, T1562.001, T1562.001, T1562.009, T1112"
51_C0033,"T1071.001, T1204.002, T1071.001, T1059.003, T1053.005, T1059.001, T1106, T1074.001, T1113, T1005, T1548.002, T1071.001, T1059.003, T1490"
52_C0034,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1059.001, T1106, T1074.001, T1134, T1059.003, T1562.009, T1490, T1059.001, T1562.001"
53_C0035,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1059.001, T1005, T1134, T1059.001, T1562.001"
54_C0036,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1134, T1059.003, T1490"
55_C0037,"T1071.001, T1566.002, T1204.002, T1071.001, T1134, T1059.003, T1112, T1112"
56_C0038,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1059.001, T1057, T1057, T1059.003, T1087.002, T1071.001, T1105, T1053.005, T1005, T1106, T1074.001, T1113, T1134, T1059.001, T1562.001, T1059.003, T1562.009, T1562.001, T1562.001, T1112, T1490"
57_C0039,"T1071.001, T1204.002, T1071.001, T1057, T1059.001, T1057, T1071.001, T1547.004, T1005, T1106, T1074.001, T1113, T1548.002, T1071.001, T1059.001, T1562.001, T1059.003, T1562.009, T1112, T1112, T1562.001, T1112, T1490"
58,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1059.001, T1057, T1057, T1071.001, T1566.002, T1547.004, T1005, T1106, T1560, T1113, T1134, T1059.001, T1562.001, T1059.003, T1562.009, T1112, T1562.001, T1112, T1490"
59,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1059.001, T1057, T1057, T1134, T1071.001, T1105, T1059.001, T1547.001, T1106, T1074.001, T1113, T1059.003, T1562.009, T1112, T1112, T1562.001, T1112, T1490"
5_PlayRansomware,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1083, T1083, T1018, T1071.001, T1105, T1059.001, T1547.004, T1113, T1005, T1106, T1560, T1134, T1059.001, T1562.001, T1059.003, T1112, T1562.001, T1562.001, T1490, T1562.009"
60,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1059.001, T1057, T1057, T1071.001, T1105, T1547.001, T1005, T1106, T1560, T1113, T1071.001, T1134, T1059.001, T1562.001, T1059.003, T1562.009, T1112, T1112, T1562.001, T1112, T1490"
61,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1059.003, T1087.002, T1059.001, T1135, T1018, T1071.001, T1204.002, T1547.004, T1113, T1106, T1074.001, T1005, T1071.001, T1548.002, T1071.001, T1059.001, T1562.001, T1071.001, T1059.003, T1071.001, T1566.002, T1071.001, T1204.002, T1203, T1203, T1106, T1106, T1071.001, T1059.003, T1112, T1112, T1112, T1562.001, T1562.009"
62,"T1071.001, T1566.002, T1204.002, T1071.001, T1059.001, T1082, T1071.001, T1059.003, T1087.002, T1135, T1134, T1059.003, T1547.001, T1113, T1106, T1074.001, T1005, T1059.001, T1562.001, T1112, T1112, T1490, T1112, T1562.001, T1112, T1562.009"
63,"T1071.001, T1566.002, T1204.002, T1071.001, T1087.001, T1059.001, T1135, T1018, T1113, T1113, T1113, T1113, T1071.001, T1113, T1113, T1204.002, T1059.001, T1547.004, T1134, T1059.001, T1562.001, T1059.003, T1112, T1112, T1490, T1112, T1562.001, T1112, T1562.009"
64,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1059.003, T1087.002, T1059.001, T1135, T1018, T1071.001, T1566.002, T1547.001, T1113, T1106, T1074.001, T1005, T1134, T1059.001, T1562.001, T1059.003, T1112, T1112, T1490, T1112, T1562.001, T1112, T1562.009"
65,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1087.001, T1059.001, T1135, T1071.001, T1204.002, T1547.004, T1113, T1106, T1074.001, T1134, T1059.001, T1562.001, T1059.003, T1112, T1112, T1490, T1112, T1562.001, T1112, T1562.009"
66,"T1071.001, T1566.002, T1204.002, T1071.001, T1059.001, T1057, T1059.003, T1069.002, T1134, T1071.001, T1566.002, T1053.005, T1113, T1106, T1074.001, T1005, T1059.003, T1112, T1112, T1112, T1562.001, T1562.009, T1490, T1562.001, T1112"
67,"T1071.001, T1566.002, T1204.002, T1071.001, T1018, T1059.001, T1057, T1059.003, T1069.001, T1071.001, T1566.002, T1547.001, T1106, T1074.001, T1005, T1134, T1059.001, T1562.001, T1059.003, T1112, T1112, T1562.001, T1562.009, T1562.001"
68,"T1071.001, T1566.002, T1204.002, T1071.001, T1018, T1059.001, T1057, T1069.002, T1071.001, T1566.002, T1059.003, T1547.001, T1113, T1106, T1074.001, T1005, T1071.001, T1134, T1059.003, T1112, T1562.001, T1562.009, T1490, T1562.001, T1112"
69,"T1071.001, T1566.002, T1204.002, T1071.001, T1018, T1059.001, T1057, T1082, T1059.003, T1069.001, T1134, T1059.003, T1547.001, T1113, T1106, T1074.001, T1005, T1112, T1112, T1112, T1562.001, T1562.009, T1490, T1562.001, T1112"
6_RhysidaRansomware,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1059.003, T1018, T1018, T1087.002, T1069.001, T1134, T1071.001, T1105, T1059.001, T1546, T1113, T1005, T1106, T1074.001, T1562.001, T1112, T1059.003, T1112, T1112, T1112, T1490, T1112, T1562.009, T1112"
70,"T1071.001, T1566.002, T1204.002, T1071.001, T1018, T1059.001, T1057, T1069.002, T1071.001, T1566.002, T1547.004, T1113, T1106, T1074.001, T1005, T1548.002, T1204.002, T1071.001, T1059.003, T1112, T1112, T1112, T1562.001, T1562.009, T1490, T1059.001, T1562.001, T1112"
71,"T1071.001, T1566.002, T1204.002, T1071.001, T1083, T1059.003, T1018, T1134, T1071.001, T1204.002, T1053.005, T1059.001, T1005, T1113, T1059.003, T1562.001, T1112, T1112, T1562.001, T1490, T1112, T1562.001, T1112"
72,"T1071.001, T1566.002, T1204.002, T1071.001, T1087.001, T1083, T1059.003, T1018, T1071.001, T1566.002, T1547.001, T1059.001, T1005, T1113, T1106, T1074.001, T1204.002, T1204.002, T1548.002, T1071.001, T1059.003, T1562.001, T1112, T1112, T1071.001, T1059.001, T1059.001, T1562.001, T1490, T1112, T1562.001"
73,"T1071.001, T1566.002, T1204.002, T1071.001, T1059.001, T1057, T1087.001, T1057, T1059.003, T1018, T1071.001, T1566.002, T1547.001, T1005, T1113, T1106, T1074.001, T1134, T1059.003, T1562.009, T1112, T1562.001, T1112, T1112, T1112, T1059.001, T1562.001, T1112, T1562.001, T1112"
74,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1059.003, T1087.002, T1083, T1018, T1071.001, T1566.002, T1547.001, T1059.001, T1005, T1113, T1106, T1074.001, T1134, T1059.001, T1562.001, T1059.003, T1112, T1112, T1562.001, T1490, T1112, T1562.001, T1112"
75,"T1071.001, T1566.002, T1204.002, T1071.001, T1059.001, T1082, T1087.001, T1083, T1059.003, T1018, T1071.001, T1204.002, T1547.001, T1005, T1113, T1106, T1074.001, T1071.001, T1566.002, T1548.002, T1071.001, T1071.001, T1071.001, T1059.003, T1562.001, T1112, T1112, T1204.002, T1106, T1113, T1071.001, T1134, T1059.001, T1562.001, T1490, T1112, T1562.001, T1112"
76,"T1071.001, T1566.002, T1204.002, T1071.001, T1059.001, T1135, T1040, T1106, T1560, T1005, T1113, T1071.001, T1134, T1059.003, T1562.001, T1112, T1562.001, T1112, T1059.001, T1562.001, T1562.009, T1112"
77,"T1071.001, T1204.002, T1071.001, T1059.001, T1135, T1040, T1547.004, T1106, T1074.001, T1005, T1113, T1134, T1059.003, T1562.001, T1562.001, T1059.001, T1562.001, T1112, T1562.009, T1112"
78,"T1071.001, T1566.002, T1204.002, T1071.001, T1059.001, T1135, T1040, T1106, T1071.001, T1204.002, T1113, T1204.002, T1071.001, T1204.002, T1059.003, T1547.001, T1106, T1074.001, T1071.001, T1059.001, T1059.001, T1548.002, T1071.001, T1059.001, T1562.001, T1059.003, T1112, T1562.001, T1112, T1562.001, T1562.009, T1112"
79,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1059.001, T1135, T1040, T1071.001, T1566.002, T1547.001, T1005, T1113, T1134, T1059.001, T1562.001, T1059.003, T1112, T1562.001, T1112, T1562.001, T1562.009, T1112"
7_ScatteredSpider,"T1071.001, T1566.002, T1204.002, T1071.001, T1087.001, T1083, T1071.001, T1566.002, T1059.001, T1547.001, T1106, T1074.001, T1113, T1134, T1059.001, T1562.001, T1562.001, T1059.003, T1112, T1112, T1112, T1490"
80,"T1071.001, T1566.002, T1204.002, T1071.001, T1059.001, T1135, T1071.001, T1204.002, T1059.003, T1053.005, T1106, T1074.001, T1005, T1113, T1548.002, T1071.001, T1059.001, T1562.001, T1059.003, T1112, T1562.001, T1112, T1562.001, T1562.009, T1112"
81,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1087.001, T1059.001, T1071.001, T1566.002, T1547.001, T1005, T1106, T1074.001, T1113, T1204.002, T1548.002, T1071.001, T1059.003, T1562.001, T1112, T1562.009, T1112, T1112, T1562.001, T1112"
82,"T1071.001, T1566.002, T1204.002, T1071.001, T1040, T1059.001, T1135, T1018, T1049, T1071.001, T1204.002, T1547.001, T1106, T1074.001, T1005, T1548.002, T1071.001, T1059.001, T1562.001, T1059.003, T1112, T1059.003, T1071.001, T1059.003, T1112, T1112, T1562.009"
83,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1059.001, T1069.002, T1018, T1135, T1071.001, T1071.001, T1204.002, T1547.001, T1113, T1106, T1074.001, T1005, T1134, T1059.001, T1562.001, T1059.003, T1490, T1562.001, T1112, T1112, T1112, T1562.001, T1112"
84,"T1071.001, T1566.002, T1204.002, T1071.001, T1083, T1083, T1071.001, T1059.003, T1566.002, T1547.001, T1059.001, T1106, T1074.001, T1113, T1005, T1071.001, T1204.002, T1548.002, T1071.001, T1059.003, T1112, T1059.001, T1071.001, T1059.001, T1562.001, T1112, T1112, T1562.001, T1112, T1490, T1562.009"
85,"T1071.001, T1566.002, T1204.002, T1071.001, T1083, T1059.001, T1057, T1071.001, T1566.002, T1547.001, T1005, T1106, T1560, T1113, T1134, T1059.001, T1562.001, T1059.003, T1112, T1490, T1112, T1562.001, T1112, T1112, T1112"
86,"T1071.001, T1566.002, T1204.002, T1071.001, T1059.001, T1082, T1069.002, T1071.001, T1566.002, T1547.001, T1005, T1106, T1074.001, T1113, T1059.003, T1112, T1204.002, T1543.003, T1548.002, T1071.001, T1059.003, T1112, T1204.002, T1059.001, T1071.001, T1071.001, T1071.001, T1005, T1113, T1566.002, T1059.001, T1562.001, T1562.009, T1562.001, T1562.001"
87,"T1071.001, T1566.002, T1204.002, T1071.001, T1083, T1083, T1071.001, T1071.001, T1071.001, T1204.002, T1071.001, T1059.003, T1059.003, T1071.001, T1071.001, T1053.005, T1059.001, T1005, T1106, T1560, T1112, T1134, T1059.003, T1112, T1112, T1059.001, T1562.001, T1562.009, T1112, T1112, T1562.001"
88,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1059.001, T1082, T1069.002, T1071.001, T1566.002, T1547.001, T1005, T1106, T1074.001, T1059.003, T1112, T1204.002, T1543.003, T1548.002, T1071.001, T1059.003, T1112, T1112, T1071.001, T1005, T1059.001, T1071.001, T1071.001, T1071.001, T1204.002, T1105, T1071.001, T1113, T1566.002, T1203, T1203, T1059.001, T1562.001, T1562.009, T1112, T1112, T1562.001"
89,"T1071.001, T1566.002, T1204.002, T1071.001, T1059.003, T1069.002, T1057, T1071.001, T1566.002, T1053.005, T1059.001, T1005, T1106, T1560, T1113, T1112, T1204.002, T1543.003, T1548.002, T1071.001, T1059.003, T1112, T1112, T1059.001, T1562.001, T1562.009, T1112, T1112, T1562.001"
8_SnatchRansomware,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1059.001, T1057, T1083, T1057, T1071.001, T1204.002, T1547.004, T1005, T1106, T1074.001, T1134, T1059.003, T1562.001, T1112, T1490, T1059.001, T1562.001, T1562.009"
90,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1059.001, T1059.003, T1069.002, T1071.001, T1566.002, T1053.005, T1005, T1106, T1074.001, T1113, T1112, T1134, T1059.003, T1112, T1112, T1059.001, T1562.001, T1562.009, T1112, T1112, T1562.001"
91,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1071.001, T1566.002, T1071.001, T1134, T1059.003, T1547.001, T1113, T1059.001, T1005, T1106, T1560, T1562.001, T1490, T1112, T1112, T1071.001, T1071.001, T1059.003, T1566.002, T1204.002, T1204.002, T1071.001, T1566.002, T1059.001, T1562.001, T1112, T1112"
92,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1049, T1071.001, T1566.002, T1059.003, T1547.001, T1059.001, T1113, T1005, T1106, T1074.001, T1204.002, T1543.003, T1548.002, T1071.001, T1059.003, T1562.001, T1490, T1112, T1112, T1059.001, T1562.001, T1112, T1112"
93,"T1071.001, T1566.002, T1204.002, T1071.001, T1049, T1134, T1071.001, T1566.002, T1059.001, T1547.004, T1113, T1005, T1106, T1074.001, T1059.003, T1562.001, T1490, T1112, T1112, T1562.001, T1112, T1112"
94,"T1071.001, T1566.002, T1204.002, T1071.001, T1083, T1083, T1071.001, T1566.002, T1059.003, T1547.001, T1059.001, T1113, T1005, T1134, T1059.001, T1562.001, T1059.003, T1562.001, T1490, T1112, T1562.009"
95,"T1071.001, T1566.002, T1204.002, T1071.001, T1059.001, T1082, T1049, T1071.001, T1566.002, T1547.001, T1113, T1005, T1106, T1074.001, T1134, T1059.003, T1562.001, T1490, T1112, T1112, T1059.001, T1562.001, T1112, T1112"
96,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1087.001, T1059.001, T1059.003, T1069.002, T1071.001, T1566.002, T1547.001, T1106, T1074.001, T1113, T1134, T1059.001, T1562.001, T1059.003, T1112, T1562.009, T1112, T1112, T1112, T1112, T1112"
97,"T1071.001, T1204.002, T1071.001, T1059.001, T1082, T1059.003, T1087.002, T1069.002, T1547.001, T1106, T1074.001, T1113, T1005, T1548.002, T1204.002, T1071.001, T1059.001, T1562.001, T1059.003, T1562.009, T1112, T1490, T1112, T1562.001, T1112"
98,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1059.001, T1082, T1059.003, T1087.002, T1069.001, T1071.001, T1566.002, T1547.001, T1106, T1074.001, T1113, T1005, T1134, T1059.001, T1562.001, T1059.003, T1562.009, T1112, T1490, T1112, T1562.001, T1112"
99,"T1071.001, T1566.002, T1204.002, T1071.001, T1059.001, T1082, T1087.001, T1071.001, T1204.002, T1547.004, T1106, T1074.001, T1113, T1005, T1071.001, T1134, T1059.003, T1059.001, T1562.001, T1562.009, T1112, T1490, T1112, T1562.001, T1112"
9_BlackBasta,"T1071.001, T1566.002, T1059.001, T1620, T1071.001, T1083, T1059.001, T1135, T1083, T1071.001, T1566.002, T1547.001, T1106, T1074.001, T1005, T1113, T1134, T1059.003, T1562.001, T1490, T1059.001, T1562.001, T1112, T1562.001, T1562.009"
